mesto,tekmovalka,tekma
7,5010,98
8,6043,98
9,6210,98
10,4929,98
11,1909,98
12,5855,98
13,5251,98
14,6089,98
15,4130,98
16,5999,98
17,6570,98
18,6388,98
19,1913,98
20,7072,98
21,6197,98
22,2682,98
23,4798,98
24,6395,98
25,6013,98
26,5388,98
27,6343,98
28,7153,98
29,5331,98
30,5714,98
31,6563,98
32,7476,98
33,1952,98
34,5793,98
35,6595,98
36,7224,98
37,6090,98
38,6596,98
39,5498,98
40,1921,98
41,6929,98
1,5754,99
2,6503,99
3,6043,99
4,5010,99
5,6198,99
6,5930,99
7,6388,99
8,6470,99
9,5855,99
10,4130,99
11,5999,99
12,6089,99
13,5251,99
14,6113,99
15,1913,99
16,7072,99
17,6570,99
18,6210,99
19,1921,99
20,6090,99
21,6197,99
22,6596,99
23,5714,99
24,6595,99
25,6013,99
26,5388,99
27,6563,99
28,4798,99
29,7476,99
30,1952,99
31,6395,99
32,6791,99
33,2682,99
34,6929,99
35,6343,99
36,4929,99
37,1909,99
38,5793,99
39,7153,99
40,7224,99
1,5930,100
2,5754,100
3,6113,100
4,6198,100
5,5010,100
6,6043,100
7,4130,100
8,4929,100
9,5251,100
10,6503,100
11,6470,100
12,5999,100
13,6210,100
14,5855,100
15,6570,100
16,1909,100
17,6595,100
18,6089,100
19,6388,100
20,6343,100
21,5388,100
22,6013,100
23,7116,100
24,5331,100
25,1921,100
26,7072,100
27,5793,100
27,6197,100
29,1913,100
30,5714,100
31,6395,100
32,2682,100
33,6090,100
34,7476,100
34,4798,100
36,6563,100
37,6649,100
38,6929,100
39,5332,100
40,7267,100
1,5754,101
2,6198,101
3,5930,101
4,6470,101
5,5010,101
6,6043,101
7,6113,101
8,5251,101
9,1909,101
10,6503,101
11,4929,101
12,6388,101
13,5999,101
14,5855,101
15,7116,101
16,4130,101
17,6570,101
18,6343,101
19,6210,101
20,5714,101
21,6090,101
21,5388,101
23,6197,101
24,6595,101
25,6013,101
25,1913,101
27,6089,101
28,1952,101
29,6395,101
30,1921,101
31,5793,101
32,7153,101
33,7224,101
34,2682,101
35,6563,101
36,6649,101
37,4798,101
38,6596,101
39,7072,101
40,6998,101
1,6198,102
2,6470,102
3,6043,102
4,5754,102
5,4130,102
6,5930,102
7,5251,102
8,5010,102
9,6570,102
10,6113,102
11,6388,102
12,6089,102
13,4929,102
14,6210,102
15,6090,102
16,5999,102
17,1921,102
18,6595,102
19,5793,102
20,6013,102
21,6503,102
22,5855,102
23,6649,102
24,7153,102
25,6343,102
26,7476,102
27,6197,102
28,7116,102
29,7072,102
30,5331,102
31,6664,102
32,1909,102
33,5714,102
34,1913,102
35,6563,102
36,6596,102
37,6929,102
38,7027,102
39,1952,102
40,2682,102
1,6198,103
2,6043,103
3,5754,103
4,6113,103
5,5010,103
6,6570,103
7,6470,103
8,4929,103
9,5999,103
10,1909,103
11,6210,103
12,4130,103
13,5251,103
14,5930,103
15,6664,103
16,6388,103
17,6596,103
18,6090,103
19,6013,103
20,1952,103
21,6197,103
22,5793,103
23,6343,103
24,7476,103
25,7072,103
26,6548,103
27,6595,103
27,6089,103
29,6503,103
30,6929,103
31,5855,103
32,1921,103
33,5714,103
34,7116,103
35,7153,103
36,2682,103
37,7027,103
38,1913,103
39,6649,103
40,5388,103
1,6198,104
2,4130,104
3,1909,104
4,5930,104
5,6043,104
6,7153,104
7,6470,104
8,5754,104
9,6113,104
10,5999,104
11,6596,104
12,6388,104
13,4929,104
14,5883,104
15,5251,104
16,6343,104
17,7072,104
18,6563,104
19,6503,104
20,6090,104
21,5010,104
22,6570,104
23,5855,104
24,6595,104
25,5498,104
26,6013,104
27,7224,104
28,6210,104
29,5793,104
30,7267,104
31,1952,104
32,7477,104
33,6197,104
34,7571,104
35,6089,104
36,1921,104
37,7476,104
38,5331,104
39,6649,104
40,7070,104
1,5930,105
2,4130,105
3,6198,105
4,5754,105
5,1909,105
6,6470,105
7,5498,105
8,6113,105
9,6043,105
10,6388,105
11,5251,105
12,5010,105
13,5883,105
14,5999,105
15,4929,105
16,7072,105
17,5855,105
18,6570,105
19,6343,105
20,1952,105
21,6503,105
22,6013,105
23,6563,105
24,5714,105
25,6595,105
26,6090,105
27,5793,105
28,5388,105
29,7224,105
30,6089,105
31,7477,105
32,5331,105
33,7153,105
34,1917,105
34,6649,105
36,7574,105
37,6197,105
38,6898,105
39,7272,105
40,6929,105
1,6198,106
2,5754,106
3,1909,106
4,4130,106
5,4929,106
6,5930,106
7,6043,106
8,5999,106
9,5883,106
10,6470,106
11,6113,106
12,5010,106
13,5793,106
14,5251,106
15,7153,106
16,5714,106
17,6570,106
18,1952,106
19,5855,106
20,6563,106
21,5498,106
22,6013,106
23,1921,106
24,6388,106
25,7072,106
26,6197,106
27,6210,106
28,5388,106
29,6596,106
30,6791,106
31,6595,106
32,6090,106
33,7224,106
34,6555,106
34,7267,106
36,6343,106
37,6503,106
38,7574,106
39,6649,106
40,6898,106
1,6198,107
2,5754,107
3,5883,107
4,1909,107
5,4929,107
6,4130,107
7,6113,107
8,6043,107
9,5251,107
10,6470,107
11,5999,107
12,7153,107
13,5010,107
14,1921,107
15,5855,107
16,6595,107
17,5714,107
18,5498,107
19,6210,107
20,5388,107
21,6503,107
22,5930,107
23,6343,107
24,6388,107
25,6563,107
26,6791,107
27,6013,107
28,5793,107
29,1952,107
30,7224,107
31,7267,107
32,6570,107
33,5000,107
34,7477,107
35,6898,107
36,6555,107
37,6929,107
38,6089,107
39,5332,107
40,7213,107
,7476,107
1,6198,108
2,4130,108
3,5930,108
4,6388,108
5,6197,108
6,5754,108
7,6113,108
8,5010,108
8,5714,108
10,1952,108
11,6043,108
12,7183,108
13,6470,108
14,6570,108
15,7072,108
16,6867,108
17,5855,108
18,1909,108
19,6898,108
20,7439,108
21,6595,108
22,6210,108
23,7477,108
24,5883,108
25,6503,108
26,7153,108
27,6343,108
28,7629,108
29,5793,108
30,6563,108
31,6395,108
32,7267,108
33,7214,108
34,7116,108
35,7271,108
36,5999,108
37,7530,108
38,7437,108
39,6013,108
40,7801,108
1,6198,109
2,4130,109
3,5930,109
4,5010,109
5,5754,109
6,6470,109
7,6867,109
8,6113,109
9,6043,109
10,7439,109
11,7183,109
12,6388,109
13,1909,109
14,5855,109
15,5714,109
16,6570,109
17,6197,109
18,7477,109
19,6503,109
20,6210,109
21,1952,109
22,7072,109
23,5883,109
24,7116,109
25,7027,109
26,5999,109
27,7267,109
28,6898,109
29,7437,109
30,6595,109
31,6343,109
31,7271,109
33,5793,109
34,7629,109
35,6013,109
35,6563,109
37,6089,109
38,6548,109
39,4767,109
40,7153,109
1,5930,110
2,4130,110
3,5754,110
4,6198,110
5,5010,110
6,6113,110
7,6867,110
8,6570,110
9,6043,110
10,1909,110
11,6210,110
12,6197,110
13,6388,110
14,6470,110
15,5714,110
16,7477,110
17,7072,110
18,6595,110
19,7153,110
20,1952,110
21,5793,110
22,6503,110
22,6343,110
24,6563,110
25,6013,110
26,6898,110
27,7116,110
1,5930,111
2,6113,111
3,7072,111
4,6198,111
5,5010,111
6,4130,111
7,6043,111
8,6470,111
8,1952,111
10,1909,111
11,6867,111
12,6197,111
13,5714,111
14,7439,111
15,6343,111
16,6210,111
17,6898,111
18,6570,111
19,5754,111
20,7477,111
21,5917,111
22,7267,111
23,7629,111
24,5883,111
25,6388,111
26,6013,111
27,6595,111
28,7530,111
29,5793,111
30,6503,111
31,7153,111
32,7437,111
33,6563,111
34,6395,111
35,4929,111
36,1921,111
37,7116,111
38,6089,111
39,6596,111
40,7078,111
1,6113,112
2,5930,112
3,5010,112
4,7072,112
5,1952,112
6,6043,112
7,6198,112
8,6470,112
9,5754,112
10,6197,112
11,6570,112
12,6867,112
13,4130,112
14,7477,112
15,5793,112
16,6210,112
17,5714,112
18,7153,112
19,5883,112
20,5917,112
21,6898,112
21,6595,112
23,7439,112
24,4929,112
25,6343,112
26,7530,112
27,1909,112
28,6503,112
29,6013,112
30,6563,112
31,7437,112
32,6596,112
33,6395,112
34,7629,112
35,7267,112
36,6388,112
37,7078,112
38,7116,112
39,6089,112
40,1921,112
1,4130,113
2,5930,113
3,6113,113
4,6198,113
5,5010,113
6,6043,113
7,5754,113
8,1952,113
9,6470,113
10,6570,113
11,6197,113
12,7072,113
13,1909,113
14,5714,113
15,6210,113
16,7629,113
17,7477,113
18,6343,113
19,5855,113
19,6503,113
21,6595,113
22,6898,113
23,6388,113
24,6867,113
25,6013,113
26,1921,113
27,6596,113
28,6598,113
29,6664,113
30,7476,113
31,5793,113
32,4929,113
33,7267,113
34,7116,113
35,7078,113
36,7128,113
37,7494,113
38,7858,113
39,7437,113
40,5000,113
1,5930,114
2,6113,114
3,6198,114
4,4130,114
5,5010,114
6,6470,114
7,6570,114
7,7072,114
9,6043,114
10,1952,114
11,5754,114
12,6197,114
13,5855,114
14,6210,114
15,6503,114
16,1909,114
17,6898,114
18,7477,114
19,7629,114
20,5714,114
21,6867,114
22,5793,114
23,6013,114
24,4929,114
25,6388,114
26,5917,114
27,7439,114
28,6595,114
29,7476,114
30,6598,114
31,7116,114
32,1921,114
33,6343,114
34,6596,114
35,5000,114
36,7267,114
37,7437,114
38,6664,114
39,7801,114
40,7078,114
1,5930,115
2,5754,115
3,6198,115
4,7072,115
5,6043,115
6,6388,115
7,1952,115
8,6470,115
9,5714,115
10,6210,115
11,6563,115
12,6570,115
13,6343,115
14,1909,115
15,6197,115
16,6600,115
17,6595,115
18,7116,115
19,6867,115
20,7477,115
21,7476,115
22,6596,115
23,4798,115
24,1921,115
25,6664,115
26,5793,115
26,6395,115
28,5855,115
29,5883,115
30,4767,115
31,4929,115
32,6598,115
33,6929,115
34,6503,115
35,5917,115
36,5999,115
37,6089,115
38,7573,115
39,7571,115
40,7574,115
40,7213,115
42,7224,115
43,7183,115
44,2682,115
45,6090,115
46,5331,115
47,5498,115
48,7575,115
49,7168,115
50,5388,115
1,5930,116
2,6570,116
3,6043,116
4,6198,116
5,5754,116
6,6470,116
7,7072,116
8,6388,116
9,6503,116
10,6197,116
11,5855,116
12,6210,116
13,6600,116
14,1921,116
15,6867,116
16,1909,116
17,7477,116
18,5793,116
19,5714,116
20,6595,116
21,4798,116
22,5883,116
23,6343,116
24,6598,116
25,7116,116
26,6664,116
27,6395,116
28,4929,116
29,6929,116
30,7574,116
31,7571,116
32,6563,116
33,7476,116
34,1952,116
35,5999,116
36,7183,116
37,7213,116
38,7224,116
39,7308,116
40,7575,116
1,5930,117
2,6198,117
3,6113,117
4,6043,117
5,5754,117
6,6570,117
7,5010,117
8,6470,117
9,6197,117
10,6210,117
11,1909,117
12,5714,117
13,6600,117
14,6595,117
15,6867,117
16,1952,117
17,7477,117
18,7116,117
19,5793,117
20,6596,117
21,6898,117
22,6563,117
23,6388,117
24,1921,117
25,6090,117
26,6598,117
27,6343,117
28,7575,117
29,6395,117
30,7571,117
31,2682,117
32,5855,117
33,7213,117
34,4929,117
35,6929,117
36,7476,117
37,7574,117
38,7168,117
39,7573,117
,7072,117
1,5930,118
2,6113,118
3,6198,118
4,5754,118
5,6043,118
6,6197,118
7,5010,118
7,6570,118
9,6898,118
10,6600,118
11,6388,118
12,5714,118
13,1909,118
14,1952,118
15,6395,118
16,6867,118
17,7116,118
18,6595,118
19,6563,118
20,6664,118
21,6343,118
22,7072,118
23,2682,118
24,5793,118
25,6598,118
26,4929,118
27,5954,118
28,4798,118
29,6090,118
30,7571,118
31,5855,118
32,1921,118
33,6929,118
34,7476,118
35,6596,118
36,7500,118
37,5331,118
,6210,118
,7213,118
,7574,118
1,5930,119
2,6113,119
3,6198,119
4,5714,119
5,5754,119
6,5010,119
7,6570,119
8,1952,119
9,6210,119
10,6470,119
11,6197,119
12,6043,119
13,7072,119
14,6503,119
15,1909,119
16,7116,119
17,7153,119
18,5917,119
19,5855,119
20,6388,119
21,6898,119
22,6013,119
23,6664,119
24,5793,119
25,6343,119
26,7477,119
27,6867,119
27,1921,119
29,6563,119
30,6600,119
31,6596,119
32,7213,119
33,6595,119
34,6598,119
34,5332,119
34,7530,119
37,6090,119
38,7292,119
39,6089,119
40,7476,119
1,6113,120
2,5930,120
3,6198,120
4,6043,120
5,5754,120
6,5010,120
7,5251,120
8,6197,120
9,6898,120
10,6013,120
11,6470,120
12,7072,120
13,1952,120
14,7153,120
15,6503,120
16,1909,120
17,5855,120
18,6570,120
19,6388,120
20,7477,120
21,6867,120
22,4929,120
23,6600,120
24,6563,120
25,6595,120
26,6210,120
27,5793,120
28,7116,120
29,5917,120
1,6113,121
2,5930,121
3,5754,121
4,6198,121
5,5251,121
6,6043,121
7,5010,121
8,6898,121
9,5855,121
10,7072,121
11,7153,121
12,1952,121
13,6388,121
14,7116,121
14,6197,121
16,6570,121
17,6503,121
18,6013,121
19,6210,121
20,6470,121
21,7477,121
22,1909,121
23,6867,121
24,6563,121
25,5883,121
26,6600,121
27,5793,121
28,4929,121
29,6595,121
30,5917,121
31,7213,121
32,2682,121
33,6596,121
34,6089,121
35,7629,121
36,7530,121
37,7573,121
38,6598,121
39,6929,121
40,6649,121
1,5930,122
2,6113,122
3,5010,122
4,6198,122
5,5754,122
6,5251,122
7,6043,122
8,7116,122
9,5855,122
10,6197,122
11,1952,122
12,6570,122
13,6013,122
14,6898,122
15,6388,122
16,6210,122
17,6503,122
18,7072,122
19,5917,122
20,1909,122
20,6563,122
22,5793,122
23,6595,122
24,5883,122
25,7477,122
26,6470,122
27,6600,122
28,6867,122
29,7629,122
30,6089,122
31,1921,122
32,4929,122
33,2682,122
34,7573,122
35,6596,122
36,5332,122
37,7571,122
38,6343,122
,7153,122
,7530,122
1,5930,123
2,1952,123
3,7072,123
4,1909,123
5,6113,123
6,6570,123
7,5754,123
8,6198,123
9,6197,123
10,7477,123
11,7267,123
12,5010,123
13,7439,123
14,6681,123
15,1921,123
16,6388,123
17,6867,123
18,6898,123
19,6596,123
20,6210,123
21,6595,123
22,7726,123
23,7154,123
24,5855,123
25,6563,123
26,7153,123
27,5251,123
28,5793,123
29,7271,123
30,4929,123
1,1952,124
2,6113,124
3,6198,124
4,1909,124
5,6570,124
6,7072,124
7,5930,124
8,6197,124
9,7267,124
10,6867,124
11,6595,124
12,6681,124
13,7477,124
14,5754,124
15,5855,124
16,1921,124
17,5010,124
18,6898,124
19,6596,124
20,6043,124
21,6388,124
22,7439,124
23,7154,124
24,6563,124
25,5251,124
26,7153,124
27,7726,124
28,4929,124
29,5793,124
30,7476,124
31,7271,124
32,6210,124
33,6089,124
34,6791,124
35,7579,124
36,7629,124
37,7789,124
38,7128,124
39,5332,124
40,8199,124
1,1952,125
2,5930,125
3,6113,125
4,7072,125
5,6198,125
6,6197,125
7,6570,125
8,7267,125
9,6867,125
10,5754,125
11,6595,125
12,6681,125
13,7477,125
14,6596,125
15,1909,125
16,5855,125
17,6898,125
18,6388,125
19,7726,125
20,7439,125
21,6563,125
22,7153,125
23,5010,125
24,7271,125
25,1921,125
26,5251,125
27,6210,125
28,7476,125
29,5793,125
30,4929,125
31,6791,125
32,5332,125
33,6089,125
34,7789,125
35,7579,125
36,7128,125
,7154,125
,6043,125
1,1952,126
2,5930,126
3,6867,126
4,6113,126
5,7267,126
6,6898,126
7,6570,126
8,5754,126
9,6198,126
10,7726,126
11,6197,126
12,1909,126
13,7477,126
14,6596,126
15,6595,126
16,7072,126
17,5855,126
18,6043,126
19,6681,126
20,7154,126
21,5010,126
22,7271,126
23,6563,126
24,6388,126
25,5793,126
26,5251,126
27,7153,126
28,1921,126
29,4929,126
30,6089,126
31,5331,126
32,7476,126
33,6791,126
34,6210,126
35,7439,126
36,7629,126
37,5332,126
38,7016,126
39,7128,126
40,8199,126
1,5930,127
2,1952,127
3,7267,127
4,4130,127
5,6113,127
6,6198,127
7,6570,127
8,7072,127
9,5754,127
10,6867,127
11,6596,127
12,7477,127
13,7154,127
14,6197,127
15,6898,127
16,1921,127
17,5010,127
18,1909,127
19,6681,127
20,5793,127
21,6388,127
22,7437,127
23,7789,127
24,5855,127
25,7439,127
26,6210,127
27,6563,127
28,5251,127
29,6089,127
30,4929,127
31,6875,127
32,7153,127
33,7233,127
34,6595,127
35,7070,127
36,7378,127
37,6998,127
38,6795,127
39,7476,127
,7321,127
1,5930,128
2,6113,128
3,7267,128
4,4130,128
5,1952,128
6,7072,128
7,7477,128
8,5754,128
9,6867,128
10,1921,128
11,6898,128
12,7439,128
13,6596,128
14,6198,128
15,7154,128
16,6563,128
17,7437,128
18,6197,128
18,6570,128
20,5251,128
21,7789,128
22,5010,128
23,6681,128
24,5793,128
25,6388,128
26,6210,128
27,7271,128
28,7233,128
29,7378,128
30,6595,128
31,6089,128
32,7153,128
33,6875,128
34,1909,128
35,5883,128
36,7476,128
37,7321,128
38,4929,128
39,5855,128
40,6998,128
41,5332,128
1,4130,129
2,1952,129
3,6113,129
4,6198,129
5,5930,129
6,6570,129
7,5714,129
8,7072,129
9,6867,129
10,5754,129
11,7267,129
12,6388,129
13,5855,129
14,6681,129
15,6197,129
16,6595,129
17,7477,129
18,5010,129
19,7439,129
20,6898,129
21,1909,129
22,5793,129
23,6596,129
24,5883,129
25,7321,129
26,5251,129
27,6875,129
28,6998,129
29,6210,129
30,7271,129
31,7070,129
32,7476,129
33,6563,129
34,7154,129
35,7153,129
36,1921,129
37,6089,129
37,7233,129
39,4929,129
40,7789,129
1,5930,130
2,1952,130
3,6198,130
4,6113,130
5,5754,130
6,7267,130
7,5010,130
8,7072,130
9,6197,130
10,7477,130
11,6570,130
12,6898,130
13,5714,130
14,6867,130
15,7439,130
16,5855,130
17,6681,130
18,5251,130
19,5883,130
20,1909,130
21,7271,130
22,6210,130
23,6595,130
24,6388,130
25,1921,130
26,6596,130
27,7437,130
28,7154,130
29,6875,130
30,4929,130
31,6563,130
32,7027,130
33,7321,130
34,7372,130
35,7789,130
36,5793,130
37,7476,130
38,7726,130
39,6548,130
40,6791,130
1,5930,131
2,6113,131
3,6197,131
4,6198,131
5,6570,131
6,1952,131
7,7477,131
8,5010,131
9,5714,131
10,6867,131
11,5754,131
12,7267,131
13,6681,131
14,6898,131
15,7726,131
16,1909,131
17,6388,131
18,7072,131
19,6210,131
20,7439,131
21,5855,131
22,5251,131
23,6595,131
24,5883,131
25,7027,131
26,1921,131
27,4929,131
28,7372,131
29,7476,131
30,6791,131
31,7437,131
32,6563,131
33,5793,131
34,6596,131
35,7789,131
36,6875,131
37,6548,131
38,7070,131
,7271,131
,7154,131
1,6198,132
2,5930,132
3,1952,132
4,7072,132
5,7271,132
6,6595,132
7,6898,132
8,6596,132
9,6197,132
10,6113,132
11,6570,132
12,5010,132
13,7267,132
14,7439,132
15,6867,132
16,5754,132
17,5883,132
18,1921,132
19,7154,132
20,1909,132
21,7437,132
22,7477,132
23,7476,132
24,7726,132
25,7378,132
26,7233,132
27,5793,132
28,6388,132
29,6089,132
30,7070,132
31,5251,132
32,4929,132
33,6791,132
34,6548,132
35,6681,132
36,7153,132
37,5855,132
38,6563,132
39,6210,132
40,7669,132
41,6013,132
42,6875,132
43,7183,132
44,7168,132
45,7078,132
46,6795,132
47,5332,132
48,6649,132
49,7597,132
50,6310,132
51,5331,132
52,7575,132
53,7494,132
54,7281,132
55,7507,132
56,7766,132
,7629,132
,7789,132
,7239,132
1,5930,133
2,6198,133
3,6197,133
4,6113,133
5,1952,133
6,7072,133
7,7267,133
8,7271,133
9,5010,133
10,6867,133
11,6570,133
12,5754,133
13,1909,133
14,5855,133
15,6898,133
16,6595,133
17,7726,133
18,6681,133
19,5883,133
20,6596,133
21,6388,133
22,7477,133
23,7154,133
24,7439,133
25,7437,133
26,5793,133
27,5251,133
28,6548,133
29,6563,133
30,7233,133
31,7153,133
32,7183,133
33,6089,133
34,7070,133
35,6875,133
36,7789,133
37,6791,133
38,7669,133
39,7629,133
40,7378,133
1,5930,134
2,6198,134
3,6113,134
4,1952,134
5,6570,134
6,5010,134
7,6898,134
8,5754,134
9,6867,134
10,7267,134
11,6596,134
12,7072,134
13,6595,134
14,7271,134
15,5883,134
16,7477,134
17,6197,134
18,5855,134
19,4929,134
20,5714,134
21,5251,134
22,6681,134
23,1909,134
24,7154,134
25,7439,134
26,6388,134
27,7153,134
28,5793,134
29,6598,134
30,7437,134
31,6563,134
32,6210,134
33,6791,134
34,6013,134
35,6089,134
36,7233,134
37,7183,134
38,7669,134
39,7476,134
40,7213,134
1,5930,135
2,1952,135
3,6113,135
4,6198,135
5,7072,135
6,5010,135
7,6867,135
7,7271,135
9,6197,135
10,6570,135
11,6681,135
12,6595,135
13,5714,135
14,7477,135
15,5754,135
16,5883,135
17,7267,135
18,6898,135
19,5251,135
20,5793,135
21,7439,135
22,1909,135
23,6210,135
24,5855,135
25,6013,135
26,6388,135
27,6791,135
28,6089,135
29,7153,135
30,4929,135
31,7378,135
32,6563,135
33,6598,135
34,7070,135
35,7437,135
36,6596,135
37,6649,135
38,7213,135
39,6875,135
40,7476,135
1,5930,136
2,5010,136
3,1952,136
4,7267,136
5,6113,136
6,7072,136
7,6198,136
8,5714,136
9,6570,136
10,6867,136
11,4130,136
12,6595,136
13,1909,136
14,6197,136
15,5883,136
16,6681,136
17,6596,136
18,5855,136
19,6013,136
20,4929,136
21,6563,136
22,1921,136
23,5793,136
24,6598,136
25,7476,136
26,6548,136
27,7575,136
28,6043,136
29,6791,136
30,5332,136
31,6795,136
32,6599,136
33,6631,136
34,6555,136
35,5331,136
36,7494,136
37,8318,136
38,7239,136
39,8317,136
40,7574,136
,6089,136
1,5930,137
2,6113,137
3,6198,137
4,1952,137
5,7072,137
6,6867,137
7,6570,137
8,5010,137
9,7267,137
10,5883,137
11,1909,137
12,6197,137
13,6595,137
14,4130,137
15,5714,137
16,6596,137
17,6598,137
18,6681,137
19,4929,137
20,6089,137
21,5855,137
22,6548,137
23,1921,137
24,6013,137
25,6563,137
26,5793,137
27,6791,137
28,7476,137
29,6043,137
30,5332,137
31,7575,137
32,6555,137
33,5331,137
34,6795,137
35,6599,137
36,6631,137
37,7574,137
38,7239,137
39,8317,137
40,7494,137
41,8318,137
,6600,137
1,5930,138
2,6867,138
3,5010,138
4,7267,138
5,4130,138
6,6198,138
7,6596,138
8,6113,138
9,5714,138
10,7271,138
11,5754,138
12,7072,138
13,6388,138
14,6570,138
15,1921,138
16,6197,138
17,5883,138
18,1952,138
